OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA_SEMANA_TXT,OC_DIA,OC_PERIODO_DIA,OC_PERIODO_DIA_TXT,OC_BAIRRO,OC_BAIRRO_TXT,OC_SUBCATEGORIA,OC_SUBCATEGORIA_TXT
2015,12,2,2-SEGUNDA,14,3,3-NOITE,13,CAPÃO DA IMBUIA,1,Transporte Coletivo
2017,9,5,5-QUINTA,28,3,3-NOITE,18,NOVO MUNDO,9,Uso de substância ilícita
2019,2,7,7-SABADO,23,2,2-TARDE,64,BIGORRILHO,9,Uso de substância ilícita
2019,7,5,5-QUINTA,25,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2017,7,5,5-QUINTA,13,1,1-MANHA,41,BACACHERI,9,Uso de substância ilícita
2020,3,6,6-SEXTA,6,1,1-MANHA,21,CAMPINA DO SIQUEIRA,10,Estacionamento irregular
2017,10,4,4-QUARTA,25,2,2-TARDE,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2016,1,1,1-DOMINGO,10,3,3-NOITE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2020,8,2,2-SEGUNDA,24,4,4-MADRUGADA,28,PORTÃO,7,Invasão de equipamento/patrimônio público
2016,10,7,7-SABADO,29,3,3-NOITE,47,VISTA ALEGRE,5,Vandalismo
2020,12,2,2-SEGUNDA,28,3,3-NOITE,28,PORTÃO,10,Estacionamento irregular
2017,5,5,5-QUINTA,25,3,3-NOITE,5,CENTRO,4,Pichação
2020,11,4,4-QUARTA,4,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2019,6,1,1-DOMINGO,2,2,2-TARDE,6,ABRANCHES,7,Invasão de equipamento/patrimônio público
2019,2,3,3-TERCA,19,3,3-NOITE,5,CENTRO,9,Uso de substância ilícita
2018,6,4,4-QUARTA,20,1,1-MANHA,41,BACACHERI,5,Vandalismo
2020,10,1,1-DOMINGO,4,2,2-TARDE,28,PORTÃO,10,Estacionamento irregular
2016,2,4,4-QUARTA,24,2,2-TARDE,30,CAJURU,5,Vandalismo
2015,11,1,1-DOMINGO,1,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2020,9,2,2-SEGUNDA,21,1,1-MANHA,3,PINHEIRINHO,10,Estacionamento irregular
2019,3,4,4-QUARTA,27,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2018,2,3,3-TERCA,27,2,2-TARDE,68,HUGO LANGE,5,Vandalismo
2020,6,2,2-SEGUNDA,22,3,3-NOITE,30,CAJURU,1,Transporte Coletivo
2017,7,3,3-TERCA,11,3,3-NOITE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2018,11,1,1-DOMINGO,11,1,1-MANHA,25,SÍTIO CERCADO,1,Transporte Coletivo
2016,5,2,2-SEGUNDA,9,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2017,7,2,2-SEGUNDA,31,4,4-MADRUGADA,50,CABRAL,5,Vandalismo
2015,4,4,4-QUARTA,29,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2020,11,7,7-SABADO,7,2,2-TARDE,52,MOSSUNGUÊ,10,Estacionamento irregular
2017,12,7,7-SABADO,9,2,2-TARDE,30,CAJURU,9,Uso de substância ilícita
2017,10,1,1-DOMINGO,1,4,4-MADRUGADA,30,CAJURU,8,Desordem
2017,9,6,6-SEXTA,8,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2015,9,1,1-DOMINGO,6,2,2-TARDE,17,GUABIROTUBA,9,Uso de substância ilícita
2019,6,1,1-DOMINGO,9,1,1-MANHA,67,ORLEANS,7,Invasão de equipamento/patrimônio público
2015,9,3,3-TERCA,8,3,3-NOITE,3,PINHEIRINHO,3,Disparo de Alarme (violação)
2020,10,1,1-DOMINGO,11,1,1-MANHA,7,REBOUÇAS,1,Transporte Coletivo
2020,6,4,4-QUARTA,17,1,1-MANHA,25,SÍTIO CERCADO,10,Estacionamento irregular
2017,11,6,6-SEXTA,17,3,3-NOITE,69,UMBARÁ,7,Invasão de equipamento/patrimônio público
2018,6,7,7-SABADO,2,2,2-TARDE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2016,5,3,3-TERCA,17,3,3-NOITE,28,PORTÃO,9,Uso de substância ilícita
2018,1,4,4-QUARTA,3,3,3-NOITE,28,PORTÃO,3,Disparo de Alarme (violação)
2015,7,1,1-DOMINGO,5,2,2-TARDE,58,MERCÊS,4,Pichação
2016,4,4,4-QUARTA,6,3,3-NOITE,25,SÍTIO CERCADO,9,Uso de substância ilícita
2015,3,7,7-SABADO,28,4,4-MADRUGADA,59,PRADO VELHO,5,Vandalismo
2018,4,3,3-TERCA,3,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2017,8,4,4-QUARTA,2,3,3-NOITE,30,CAJURU,3,Disparo de Alarme (violação)
2018,7,4,4-QUARTA,18,2,2-TARDE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2015,1,7,7-SABADO,3,3,3-NOITE,3,PINHEIRINHO,1,Transporte Coletivo
2020,9,5,5-QUINTA,10,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2018,8,5,5-QUINTA,23,4,4-MADRUGADA,53,GUAÍRA,3,Disparo de Alarme (violação)
2015,6,1,1-DOMINGO,14,2,2-TARDE,28,PORTÃO,8,Desordem
2016,7,4,4-QUARTA,6,2,2-TARDE,25,SÍTIO CERCADO,1,Transporte Coletivo
2015,8,4,4-QUARTA,12,2,2-TARDE,24,SANTO INÁCIO,9,Uso de substância ilícita
2017,6,3,3-TERCA,27,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2020,2,5,5-QUINTA,13,4,4-MADRUGADA,5,CENTRO,8,Desordem
2016,4,1,1-DOMINGO,17,2,2-TARDE,28,PORTÃO,7,Invasão de equipamento/patrimônio público
2020,10,6,6-SEXTA,9,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2015,4,5,5-QUINTA,16,4,4-MADRUGADA,5,CENTRO,4,Pichação
2020,3,3,3-TERCA,17,2,2-TARDE,25,SÍTIO CERCADO,10,Estacionamento irregular
2017,3,4,4-QUARTA,15,1,1-MANHA,25,SÍTIO CERCADO,9,Uso de substância ilícita
2015,10,5,5-QUINTA,29,1,1-MANHA,57,TABOÃO,9,Uso de substância ilícita
2017,5,6,6-SEXTA,26,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2018,7,2,2-SEGUNDA,30,2,2-TARDE,31,UBERABA,4,Pichação
2020,4,7,7-SABADO,4,2,2-TARDE,41,BACACHERI,10,Estacionamento irregular
2016,10,6,6-SEXTA,28,3,3-NOITE,3,PINHEIRINHO,3,Disparo de Alarme (violação)
2019,6,4,4-QUARTA,5,4,4-MADRUGADA,10,ALTO DA GLÓRIA,7,Invasão de equipamento/patrimônio público
2020,3,3,3-TERCA,31,2,2-TARDE,51,SÃO LOURENÇO,10,Estacionamento irregular
2015,1,4,4-QUARTA,28,1,1-MANHA,39,CAMPO DE SANTANA,5,Vandalismo
2016,2,5,5-QUINTA,4,3,3-NOITE,10,ALTO DA GLÓRIA,1,Transporte Coletivo
2015,10,7,7-SABADO,3,2,2-TARDE,45,ÁGUA VERDE,1,Transporte Coletivo
2015,11,1,1-DOMINGO,15,4,4-MADRUGADA,3,PINHEIRINHO,1,Transporte Coletivo
2018,11,3,3-TERCA,20,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2015,9,3,3-TERCA,15,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2020,7,5,5-QUINTA,30,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2019,8,5,5-QUINTA,29,3,3-NOITE,11,PAROLIN,7,Invasão de equipamento/patrimônio público
2015,1,5,5-QUINTA,29,3,3-NOITE,5,CENTRO,9,Uso de substância ilícita
2015,3,7,7-SABADO,14,4,4-MADRUGADA,25,SÍTIO CERCADO,1,Transporte Coletivo
2019,3,2,2-SEGUNDA,18,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2015,5,1,1-DOMINGO,31,3,3-NOITE,7,REBOUÇAS,8,Desordem
2020,4,7,7-SABADO,18,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2018,9,1,1-DOMINGO,30,4,4-MADRUGADA,45,ÁGUA VERDE,5,Vandalismo
2020,7,7,7-SABADO,4,1,1-MANHA,36,BAIRRO ALTO,10,Estacionamento irregular
2019,12,2,2-SEGUNDA,9,2,2-TARDE,11,PAROLIN,1,Transporte Coletivo
2020,4,4,4-QUARTA,22,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2016,1,7,7-SABADO,30,3,3-NOITE,22,SANTA QUITÉRIA,7,Invasão de equipamento/patrimônio público
2019,1,1,1-DOMINGO,13,1,1-MANHA,28,PORTÃO,5,Vandalismo
2020,2,1,1-DOMINGO,23,3,3-NOITE,5,CENTRO,5,Vandalismo
2015,9,2,2-SEGUNDA,14,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2019,10,1,1-DOMINGO,20,4,4-MADRUGADA,3,PINHEIRINHO,5,Vandalismo
2017,3,4,4-QUARTA,1,3,3-NOITE,19,BOQUEIRÃO,6,Arrombamento
2020,5,7,7-SABADO,2,2,2-TARDE,10,ALTO DA GLÓRIA,7,Invasão de equipamento/patrimônio público
2017,8,5,5-QUINTA,10,4,4-MADRUGADA,33,HAUER,5,Vandalismo
2018,3,6,6-SEXTA,9,4,4-MADRUGADA,48,PILARZINHO,6,Arrombamento
2020,12,1,1-DOMINGO,6,2,2-TARDE,28,PORTÃO,10,Estacionamento irregular
2019,12,5,5-QUINTA,19,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2017,2,4,4-QUARTA,1,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2020,11,7,7-SABADO,28,2,2-TARDE,1,XAXIM,3,Disparo de Alarme (violação)
2015,11,2,2-SEGUNDA,16,4,4-MADRUGADA,55,SANTA FELICIDADE,8,Desordem
2018,8,3,3-TERCA,7,2,2-TARDE,29,BUTIATUVINHA,5,Vandalismo
2018,1,7,7-SABADO,20,4,4-MADRUGADA,55,SANTA FELICIDADE,8,Desordem
2015,9,4,4-QUARTA,2,3,3-NOITE,59,PRADO VELHO,1,Transporte Coletivo
2020,5,4,4-QUARTA,27,3,3-NOITE,25,SÍTIO CERCADO,4,Pichação
2016,11,3,3-TERCA,22,3,3-NOITE,48,PILARZINHO,7,Invasão de equipamento/patrimônio público
2017,12,1,1-DOMINGO,17,2,2-TARDE,1,XAXIM,7,Invasão de equipamento/patrimônio público
2015,10,6,6-SEXTA,30,3,3-NOITE,36,BAIRRO ALTO,9,Uso de substância ilícita
2020,6,5,5-QUINTA,11,3,3-NOITE,18,NOVO MUNDO,10,Estacionamento irregular
2016,12,3,3-TERCA,27,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2019,9,2,2-SEGUNDA,2,4,4-MADRUGADA,39,CAMPO DE SANTANA,6,Arrombamento
2020,7,4,4-QUARTA,8,3,3-NOITE,40,JARDIM BOTÂNICO,8,Desordem
2017,5,4,4-QUARTA,31,1,1-MANHA,31,UBERABA,5,Vandalismo
2020,3,6,6-SEXTA,6,1,1-MANHA,4,TATUQUARA,10,Estacionamento irregular
2016,1,5,5-QUINTA,28,1,1-MANHA,11,PAROLIN,7,Invasão de equipamento/patrimônio público
2019,6,1,1-DOMINGO,30,3,3-NOITE,19,BOQUEIRÃO,6,Arrombamento
2018,10,3,3-TERCA,2,1,1-MANHA,53,GUAÍRA,5,Vandalismo
2020,1,4,4-QUARTA,15,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2019,7,5,5-QUINTA,25,2,2-TARDE,51,SÃO LOURENÇO,1,Transporte Coletivo
2020,4,3,3-TERCA,14,3,3-NOITE,40,JARDIM BOTÂNICO,1,Transporte Coletivo
2019,1,3,3-TERCA,15,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,3,Disparo de Alarme (violação)
2020,12,1,1-DOMINGO,27,1,1-MANHA,1,XAXIM,4,Pichação
2017,1,5,5-QUINTA,12,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2019,7,7,7-SABADO,27,4,4-MADRUGADA,46,CRISTO REI,1,Transporte Coletivo
2020,8,7,7-SABADO,29,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2018,11,5,5-QUINTA,1,3,3-NOITE,66,JUVEVÊ,10,Estacionamento irregular
2019,8,7,7-SABADO,10,2,2-TARDE,19,BOQUEIRÃO,8,Desordem
2020,10,4,4-QUARTA,28,3,3-NOITE,35,SANTA CÂNDIDA,10,Estacionamento irregular
2019,10,5,5-QUINTA,31,3,3-NOITE,30,CAJURU,7,Invasão de equipamento/patrimônio público
2015,1,7,7-SABADO,17,3,3-NOITE,25,SÍTIO CERCADO,6,Arrombamento
2019,10,5,5-QUINTA,31,1,1-MANHA,6,ABRANCHES,10,Estacionamento irregular
2015,1,4,4-QUARTA,28,3,3-NOITE,5,CENTRO,5,Vandalismo
2015,5,2,2-SEGUNDA,18,3,3-NOITE,39,CAMPO DE SANTANA,2,Cão solto em via pública
2018,8,6,6-SEXTA,31,3,3-NOITE,30,CAJURU,1,Transporte Coletivo
2020,1,2,2-SEGUNDA,27,3,3-NOITE,40,JARDIM BOTÂNICO,9,Uso de substância ilícita
2018,6,3,3-TERCA,19,4,4-MADRUGADA,19,BOQUEIRÃO,3,Disparo de Alarme (violação)
2015,4,7,7-SABADO,18,1,1-MANHA,40,JARDIM BOTÂNICO,6,Arrombamento
2020,8,3,3-TERCA,4,2,2-TARDE,1,XAXIM,9,Uso de substância ilícita
2015,12,2,2-SEGUNDA,7,4,4-MADRUGADA,33,HAUER,7,Invasão de equipamento/patrimônio público
2015,11,7,7-SABADO,7,3,3-NOITE,9,CIDADE INDUSTRIAL,8,Desordem
2015,9,4,4-QUARTA,2,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2015,12,1,1-DOMINGO,20,2,2-TARDE,5,CENTRO,5,Vandalismo
2018,8,1,1-DOMINGO,5,2,2-TARDE,44,AUGUSTA,7,Invasão de equipamento/patrimônio público
2015,7,7,7-SABADO,18,1,1-MANHA,36,BAIRRO ALTO,9,Uso de substância ilícita
2016,10,4,4-QUARTA,26,2,2-TARDE,45,ÁGUA VERDE,5,Vandalismo
2017,2,5,5-QUINTA,23,4,4-MADRUGADA,4,TATUQUARA,3,Disparo de Alarme (violação)
2016,7,4,4-QUARTA,27,3,3-NOITE,3,PINHEIRINHO,4,Pichação
2017,1,4,4-QUARTA,11,2,2-TARDE,58,MERCÊS,5,Vandalismo
2016,2,5,5-QUINTA,4,2,2-TARDE,25,SÍTIO CERCADO,9,Uso de substância ilícita
2020,3,3,3-TERCA,17,1,1-MANHA,15,CAPÃO RASO,10,Estacionamento irregular
2020,10,7,7-SABADO,17,1,1-MANHA,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2019,12,1,1-DOMINGO,15,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,11,7,7-SABADO,7,1,1-MANHA,24,SANTO INÁCIO,9,Uso de substância ilícita
2019,12,4,4-QUARTA,11,1,1-MANHA,69,UMBARÁ,9,Uso de substância ilícita
2018,10,3,3-TERCA,16,2,2-TARDE,28,PORTÃO,9,Uso de substância ilícita
2020,9,4,4-QUARTA,16,3,3-NOITE,6,ABRANCHES,5,Vandalismo
2020,5,3,3-TERCA,5,3,3-NOITE,41,BACACHERI,10,Estacionamento irregular
2017,11,3,3-TERCA,14,4,4-MADRUGADA,17,GUABIROTUBA,3,Disparo de Alarme (violação)
2017,7,1,1-DOMINGO,23,2,2-TARDE,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2019,7,3,3-TERCA,23,2,2-TARDE,17,GUABIROTUBA,9,Uso de substância ilícita
2015,11,7,7-SABADO,21,4,4-MADRUGADA,15,CAPÃO RASO,4,Pichação
2015,11,7,7-SABADO,28,3,3-NOITE,54,BARREIRINHA,3,Disparo de Alarme (violação)
2015,3,3,3-TERCA,17,4,4-MADRUGADA,31,UBERABA,6,Arrombamento
2020,6,1,1-DOMINGO,7,2,2-TARDE,64,BIGORRILHO,10,Estacionamento irregular
2020,5,4,4-QUARTA,20,3,3-NOITE,25,SÍTIO CERCADO,1,Transporte Coletivo
2020,12,4,4-QUARTA,9,2,2-TARDE,55,SANTA FELICIDADE,4,Pichação
2020,1,4,4-QUARTA,22,2,2-TARDE,15,CAPÃO RASO,7,Invasão de equipamento/patrimônio público
2018,9,6,6-SEXTA,7,4,4-MADRUGADA,5,CENTRO,10,Estacionamento irregular
2017,6,2,2-SEGUNDA,19,1,1-MANHA,45,ÁGUA VERDE,1,Transporte Coletivo
2015,4,6,6-SEXTA,17,3,3-NOITE,3,PINHEIRINHO,1,Transporte Coletivo
2017,1,2,2-SEGUNDA,30,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2020,8,4,4-QUARTA,5,2,2-TARDE,35,SANTA CÂNDIDA,10,Estacionamento irregular
2017,3,5,5-QUINTA,16,3,3-NOITE,23,SÃO FRANCISCO,1,Transporte Coletivo
2015,6,2,2-SEGUNDA,15,3,3-NOITE,55,SANTA FELICIDADE,9,Uso de substância ilícita
2019,8,3,3-TERCA,20,3,3-NOITE,13,CAPÃO DA IMBUIA,7,Invasão de equipamento/patrimônio público
2017,12,5,5-QUINTA,7,3,3-NOITE,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2017,2,7,7-SABADO,4,1,1-MANHA,23,SÃO FRANCISCO,8,Desordem
2020,5,5,5-QUINTA,28,2,2-TARDE,64,BIGORRILHO,10,Estacionamento irregular
2019,9,6,6-SEXTA,6,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2020,6,7,7-SABADO,13,2,2-TARDE,23,SÃO FRANCISCO,9,Uso de substância ilícita
2018,5,5,5-QUINTA,31,4,4-MADRUGADA,42,ATUBA,6,Arrombamento
2019,6,7,7-SABADO,15,2,2-TARDE,16,LINDÓIA,1,Transporte Coletivo
2018,11,6,6-SEXTA,30,3,3-NOITE,30,CAJURU,10,Estacionamento irregular
2020,6,6,6-SEXTA,26,3,3-NOITE,51,SÃO LOURENÇO,10,Estacionamento irregular
2020,4,4,4-QUARTA,29,3,3-NOITE,11,PAROLIN,1,Transporte Coletivo
2015,6,2,2-SEGUNDA,8,3,3-NOITE,64,BIGORRILHO,9,Uso de substância ilícita
2018,3,1,1-DOMINGO,11,2,2-TARDE,48,PILARZINHO,8,Desordem
2016,9,5,5-QUINTA,15,4,4-MADRUGADA,5,CENTRO,5,Vandalismo
2018,12,6,6-SEXTA,28,3,3-NOITE,25,SÍTIO CERCADO,10,Estacionamento irregular
2020,4,1,1-DOMINGO,5,2,2-TARDE,7,REBOUÇAS,4,Pichação
2015,4,6,6-SEXTA,3,1,1-MANHA,9,CIDADE INDUSTRIAL,1,Transporte Coletivo
2016,4,3,3-TERCA,5,2,2-TARDE,5,CENTRO,4,Pichação
2016,9,2,2-SEGUNDA,5,2,2-TARDE,20,CENTRO CÍVICO,1,Transporte Coletivo
2020,3,3,3-TERCA,10,2,2-TARDE,17,GUABIROTUBA,10,Estacionamento irregular
2020,6,4,4-QUARTA,24,3,3-NOITE,33,HAUER,10,Estacionamento irregular
2019,4,7,7-SABADO,13,3,3-NOITE,54,BARREIRINHA,8,Desordem
2020,10,7,7-SABADO,10,4,4-MADRUGADA,18,NOVO MUNDO,10,Estacionamento irregular
2019,7,4,4-QUARTA,3,2,2-TARDE,7,REBOUÇAS,1,Transporte Coletivo
2017,9,2,2-SEGUNDA,11,4,4-MADRUGADA,6,ABRANCHES,6,Arrombamento
2017,5,2,2-SEGUNDA,29,4,4-MADRUGADA,30,CAJURU,6,Arrombamento
2019,9,2,2-SEGUNDA,23,3,3-NOITE,12,ALTO BOQUEIRÃO,7,Invasão de equipamento/patrimônio público
2020,6,4,4-QUARTA,17,4,4-MADRUGADA,21,CAMPINA DO SIQUEIRA,8,Desordem
2018,12,2,2-SEGUNDA,31,1,1-MANHA,5,CENTRO,9,Uso de substância ilícita
2019,3,1,1-DOMINGO,3,2,2-TARDE,19,BOQUEIRÃO,5,Vandalismo
2020,5,2,2-SEGUNDA,4,2,2-TARDE,36,BAIRRO ALTO,10,Estacionamento irregular
2020,12,3,3-TERCA,8,3,3-NOITE,11,PAROLIN,3,Disparo de Alarme (violação)
2017,6,7,7-SABADO,17,2,2-TARDE,35,SANTA CÂNDIDA,6,Arrombamento
2017,11,3,3-TERCA,7,4,4-MADRUGADA,58,MERCÊS,1,Transporte Coletivo
2020,5,1,1-DOMINGO,17,2,2-TARDE,67,ORLEANS,10,Estacionamento irregular
2019,6,7,7-SABADO,15,1,1-MANHA,5,CENTRO,8,Desordem
2016,1,6,6-SEXTA,22,4,4-MADRUGADA,25,SÍTIO CERCADO,5,Vandalismo
2018,6,6,6-SEXTA,29,4,4-MADRUGADA,5,CENTRO,9,Uso de substância ilícita
2020,11,6,6-SEXTA,13,3,3-NOITE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2015,9,6,6-SEXTA,18,3,3-NOITE,11,PAROLIN,9,Uso de substância ilícita
2015,3,1,1-DOMINGO,29,4,4-MADRUGADA,59,PRADO VELHO,4,Pichação
2018,9,1,1-DOMINGO,23,3,3-NOITE,5,CENTRO,1,Transporte Coletivo
2018,11,4,4-QUARTA,21,3,3-NOITE,50,CABRAL,5,Vandalismo
2019,1,7,7-SABADO,5,3,3-NOITE,19,BOQUEIRÃO,1,Transporte Coletivo
2018,7,6,6-SEXTA,6,3,3-NOITE,63,SÃO MIGUEL,7,Invasão de equipamento/patrimônio público
2018,5,5,5-QUINTA,17,2,2-TARDE,5,CENTRO,8,Desordem
2017,6,1,1-DOMINGO,11,2,2-TARDE,5,CENTRO,5,Vandalismo
2019,12,2,2-SEGUNDA,23,1,1-MANHA,25,SÍTIO CERCADO,5,Vandalismo
2016,9,7,7-SABADO,24,2,2-TARDE,3,PINHEIRINHO,1,Transporte Coletivo
2017,6,5,5-QUINTA,22,4,4-MADRUGADA,6,ABRANCHES,6,Arrombamento
2015,6,6,6-SEXTA,19,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2018,9,7,7-SABADO,8,2,2-TARDE,31,UBERABA,7,Invasão de equipamento/patrimônio público
2019,6,2,2-SEGUNDA,24,3,3-NOITE,5,CENTRO,3,Disparo de Alarme (violação)
2017,11,1,1-DOMINGO,19,2,2-TARDE,5,CENTRO,5,Vandalismo
2017,11,6,6-SEXTA,10,1,1-MANHA,30,CAJURU,6,Arrombamento
2019,3,2,2-SEGUNDA,25,2,2-TARDE,28,PORTÃO,9,Uso de substância ilícita
2016,10,2,2-SEGUNDA,31,3,3-NOITE,13,CAPÃO DA IMBUIA,7,Invasão de equipamento/patrimônio público
2020,11,1,1-DOMINGO,8,2,2-TARDE,34,SÃO JOÃO,9,Uso de substância ilícita
2020,2,6,6-SEXTA,28,2,2-TARDE,19,BOQUEIRÃO,9,Uso de substância ilícita
2016,4,6,6-SEXTA,8,1,1-MANHA,48,PILARZINHO,9,Uso de substância ilícita
2016,12,5,5-QUINTA,8,3,3-NOITE,3,PINHEIRINHO,8,Desordem
2019,6,7,7-SABADO,22,2,2-TARDE,45,ÁGUA VERDE,5,Vandalismo
2016,6,6,6-SEXTA,24,3,3-NOITE,9,CIDADE INDUSTRIAL,5,Vandalismo
2019,11,6,6-SEXTA,1,2,2-TARDE,5,CENTRO,9,Uso de substância ilícita
2020,12,2,2-SEGUNDA,28,1,1-MANHA,8,FAZENDINHA,3,Disparo de Alarme (violação)
2016,2,5,5-QUINTA,11,1,1-MANHA,4,TATUQUARA,7,Invasão de equipamento/patrimônio público
2020,4,6,6-SEXTA,3,2,2-TARDE,27,SÃO BRAZ,10,Estacionamento irregular
2018,1,6,6-SEXTA,19,1,1-MANHA,11,PAROLIN,6,Arrombamento
2016,7,6,6-SEXTA,22,4,4-MADRUGADA,11,PAROLIN,3,Disparo de Alarme (violação)
2018,5,1,1-DOMINGO,27,4,4-MADRUGADA,45,ÁGUA VERDE,5,Vandalismo
2015,7,2,2-SEGUNDA,13,1,1-MANHA,12,ALTO BOQUEIRÃO,1,Transporte Coletivo
2015,8,7,7-SABADO,22,4,4-MADRUGADA,55,SANTA FELICIDADE,4,Pichação
2018,4,3,3-TERCA,3,1,1-MANHA,24,SANTO INÁCIO,9,Uso de substância ilícita
2015,8,6,6-SEXTA,14,1,1-MANHA,69,UMBARÁ,1,Transporte Coletivo
2019,1,5,5-QUINTA,24,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2015,5,7,7-SABADO,2,2,2-TARDE,25,SÍTIO CERCADO,4,Pichação
2020,12,3,3-TERCA,22,3,3-NOITE,5,CENTRO,10,Estacionamento irregular
2016,5,6,6-SEXTA,27,4,4-MADRUGADA,5,CENTRO,6,Arrombamento
2015,8,3,3-TERCA,4,2,2-TARDE,28,PORTÃO,1,Transporte Coletivo
2015,5,7,7-SABADO,23,2,2-TARDE,25,SÍTIO CERCADO,8,Desordem
2017,11,3,3-TERCA,28,3,3-NOITE,23,SÃO FRANCISCO,6,Arrombamento
2016,5,5,5-QUINTA,26,4,4-MADRUGADA,3,PINHEIRINHO,5,Vandalismo
2020,7,2,2-SEGUNDA,6,2,2-TARDE,9,CIDADE INDUSTRIAL,10,Estacionamento irregular
2019,10,7,7-SABADO,5,1,1-MANHA,5,CENTRO,8,Desordem
2015,9,1,1-DOMINGO,20,3,3-NOITE,23,SÃO FRANCISCO,4,Pichação
2018,12,5,5-QUINTA,27,3,3-NOITE,9,CIDADE INDUSTRIAL,6,Arrombamento
2015,12,3,3-TERCA,15,2,2-TARDE,19,BOQUEIRÃO,1,Transporte Coletivo
2015,5,5,5-QUINTA,14,4,4-MADRUGADA,25,SÍTIO CERCADO,1,Transporte Coletivo
2015,4,1,1-DOMINGO,19,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,6,Arrombamento
2020,10,7,7-SABADO,3,1,1-MANHA,69,UMBARÁ,10,Estacionamento irregular
2015,10,7,7-SABADO,3,4,4-MADRUGADA,26,CAMPO COMPRIDO,5,Vandalismo
2020,9,4,4-QUARTA,2,1,1-MANHA,8,FAZENDINHA,10,Estacionamento irregular
2017,1,2,2-SEGUNDA,16,2,2-TARDE,30,CAJURU,2,Cão solto em via pública
2018,6,4,4-QUARTA,13,2,2-TARDE,28,PORTÃO,10,Estacionamento irregular
2020,4,4,4-QUARTA,22,2,2-TARDE,11,PAROLIN,10,Estacionamento irregular
2015,5,7,7-SABADO,30,4,4-MADRUGADA,21,CAMPINA DO SIQUEIRA,8,Desordem
2017,4,2,2-SEGUNDA,17,4,4-MADRUGADA,31,UBERABA,3,Disparo de Alarme (violação)
2016,2,6,6-SEXTA,26,3,3-NOITE,25,SÍTIO CERCADO,7,Invasão de equipamento/patrimônio público
2018,12,2,2-SEGUNDA,3,4,4-MADRUGADA,9,CIDADE INDUSTRIAL,7,Invasão de equipamento/patrimônio público
2020,12,3,3-TERCA,1,3,3-NOITE,46,CRISTO REI,3,Disparo de Alarme (violação)
2016,1,7,7-SABADO,23,3,3-NOITE,25,SÍTIO CERCADO,5,Vandalismo
2019,11,1,1-DOMINGO,3,2,2-TARDE,4,TATUQUARA,9,Uso de substância ilícita
2019,8,5,5-QUINTA,15,2,2-TARDE,5,CENTRO,5,Vandalismo
2019,10,5,5-QUINTA,17,2,2-TARDE,32,BATEL,8,Desordem
